droplet,t,x
1,8.35,1.9490669504977467
1,8.4,2.0261111665723823
1,8.45,2.1028874669281126
1,8.5,2.181009716809127
1,8.55,2.2605872908779685
1,8.6,2.339297906057588
1,8.65,2.4147895997049207
1,8.7,2.491005169588306
1,8.75,2.5673768386441993
1,8.8,2.643837158754999
1,8.85,2.7197159050293944
1,8.9,2.794693882660758
1,8.95,2.8736719721730326
1,9.0,2.9477053509979947
1,9.05,3.022350543808513
1,9.1,3.1006402982542496
1,9.15,3.176397856083741
1,9.2,3.253578822679366
1,9.25,3.3281617674165607
1,9.3,3.4053331182566673
1,9.35,3.4790002676287393
1,9.4,3.5515503164783495
1,9.45,3.62629840087105
1,9.5,3.6988859032097094
1,9.55,3.7742922985616096
1,9.6,3.845007585873974
1,9.65,3.9191126169530266
1,9.7,3.9901557926971236
1,9.75,4.062715058808808
1,9.8,4.135891259415251
1,9.85,4.205673455118776
1,9.9,4.275518559617376
1,9.95,4.346547911333994
1,10.0,4.418825436334275
1,10.05,4.492130039015327
1,10.1,4.561842729480412
1,10.15,4.632032268334771
1,10.2,4.702034346830365
1,10.25,4.772763760469449
1,10.3,4.842264603899016
1,10.35,4.911613311765665
1,10.4,4.979802810619444
1,10.45,5.048939160806023
1,10.5,5.117617464520465
1,10.55,5.186497776439039
1,10.6,5.25191166875225
1,10.65,5.319529206550109
1,10.7,5.387164585836423
1,10.75,5.45621131090463
1,10.8,5.52522358947342
1,10.85,5.592774300268802
1,10.9,5.661717301853001
1,10.95,5.731140413203739
1,11.0,5.800036590497129
1,11.05,5.869012439755929
1,11.1,5.937101495049387
1,11.15,6.004907085088663
1,11.2,6.073130063385438
1,11.25,6.141722444707666
1,11.3,6.208043436069711
1,11.35,6.2754463786939265
1,11.4,6.344329140131836
1,11.45,6.410365037410935
1,11.5,6.477835925185994
1,11.55,6.545022853975127
1,11.6,6.612936870716406
1,11.65,6.681464623325689
1,11.7,6.7472719188114665
1,11.75,6.815646712969066
1,11.8,6.882923355332152
1,11.85,6.94807606641799
1,11.9,7.016854214326802
1,11.95,7.084152609203575
1,12.0,7.1506833529778335
1,12.05,7.216906266175014
1,12.1,7.284795249040218
1,12.15,7.352932159903409
1,12.2,7.419463243641786
1,12.25,7.487473537487685
1,12.3,7.553560567929197
1,12.35,7.622768239428299
1,12.4,7.688055296545504
1,12.45,7.756889767223761
1,12.5,7.824990160713021
1,12.55,7.891522333159273
1,12.6,7.958642220109936
1,12.65,8.024705765042322
1,12.7,8.094976099386281
1,12.75,8.163836341438856
1,12.8,8.229659761503768
1,12.85,8.298853988119244
1,12.9,8.365810950311932
1,12.95,8.434161307958748
1,13.0,8.501808942619926
1,13.05,8.567652756072013
1,13.1,8.636770870976868
1,13.15,8.704692570240178
1,13.2,8.771939331025559
1,13.25,8.83833700022813
1,13.3,8.906368629393812
1,13.35,8.974712288535395
1,13.4,9.039555297245531
1,13.45,9.108848798333375
1,13.5,9.176184688668851
1,13.55,9.243092194423959
1,13.6,9.310483220605818
1,13.65,9.37674593858924
1,13.7,9.443330088707441
1,13.75,9.509481656597494
1,13.8,9.576798784881824
1,13.85,9.644492228182493
1,13.9,9.71008198926426
1,13.95,9.77680854320427
1,14.0,9.84241221968981
1,14.05,9.909328202798129
1,14.1,9.973746425540888
1,14.15,10.04120465819429
1,14.2,10.10688183261256
1,14.25,10.172879794285393
1,14.3,10.240167128079324
1,14.35,10.304615981598664
1,14.4,10.370631842137033
1,14.45,10.435532304515073
1,14.5,10.501984814744786
1,14.55,10.567145399913368
1,14.6,10.63413779562864
1,14.65,10.699728442096896
1,14.7,10.769539839045077
1,14.75,10.829139752049086
1,14.8,10.89300466972892
1,14.85,10.96338172783437
1,14.9,11.027536344624973
1,14.95,11.092430841952432
1,15.0,11.158554097470759
1,15.05,11.221361291077786
1,15.1,11.28517622353683
1,15.15,11.350778566128145
1,15.2,11.414379448343928
1,15.25,11.476712372961115
1,15.3,11.541676837244795
1,15.35,11.606254299110834
1,15.4,11.669580545457736
1,15.45,11.732096976304938
1,15.5,11.79636274821281
1,15.55,11.861294171116917
1,15.6,11.923615807188034
1,15.65,11.985795330978966
1,15.7,12.047543419600878
1,15.75,12.113333951178959
1,15.8,12.17359116903517
1,15.85,12.238252077070918
1,15.9,12.301326741443482
1,15.95,12.36419779434548
1,16.0,12.425802528773374
1,16.05,12.487970184708407
1,16.1,12.551654834746696
1,16.15,12.612824756165473
1,16.2,12.678737461419752
1,16.25,12.741107357238832
1,16.3,12.803408091561444
1,16.35,12.865431607520813
1,16.4,12.92722286398431
1,16.45,12.98839368787807
1,16.5,13.05037732261943
1,16.55,13.112255499164657
1,16.6,13.174487054637584
1,16.65,13.235909384329863
1,16.7,13.29841112710983
1,16.75,13.360382973163217
1,16.8,13.421076251360804
1,16.85,13.483427351722424
1,16.9,13.54478156346725
1,16.95,13.606718365031316
1,17.0,13.66850364167005
1,17.05,13.729841332115567
1,17.1,13.791129157927543
1,17.15,13.852104724882562
1,17.2,13.914876068646475
