droplet,t,x,x_rec,x_adv,v,a,t_int_exp
1,3.47,3.964068326722085,2.53690036900369,5.350553505535055,10.695242712498636,-12.965295023434406,
1,3.475,4.058462626676464,2.559963099630996,5.465867158671586,10.683859844705948,-13.010253260346477,
1,3.48,4.138441591400387,2.606088560885609,5.627306273062731,10.658421167622535,-13.091131021881658,
1,3.485,4.210544442980392,2.675276752767528,5.650369003690037,10.618070384867853,-13.201935147830845,
1,3.49,4.27416382542954,2.7675276752767526,5.719557195571956,10.563270098493616,-13.333851961198775,
1,3.495,4.326410307165817,2.8136531365313653,5.788745387453875,10.496365407508925,-13.478174848266075,
1,3.5,4.3776183733017415,2.859778597785978,5.834870848708487,10.419336535586543,-13.625554559766996,
1,3.505,4.424475141888758,2.9059040590405902,5.880996309963099,10.334231189628678,-13.766144174957645,
1,3.51,4.471563383588601,2.952029520295203,5.927121771217712,10.243235730740256,-13.891074730544672,
1,3.515,4.517736316864362,2.998154981549816,5.973247232472325,10.148152739617986,-13.99162569085674,
1,3.52,4.563749305446723,3.044280442804428,6.019372693726937,10.05071325229446,-14.060928350694851,
1,3.525,4.609844164441872,3.0904059040590406,6.06549815498155,9.952357244023393,-14.09271703498943,
1,3.53,4.65594180694704,3.1365313653136533,6.111623616236162,9.854339765743475,-14.082301225193463,
1,3.535,4.7013540409283285,3.182656826568265,6.157749077490775,9.757747511132186,-14.026397695980663,
1,3.54,4.746485956415348,3.2287822878228782,6.203874538745388,9.663515272632331,-13.922396321332721,
1,3.545,4.791924959108577,3.274907749077491,6.25,9.572415698190179,-13.770369684752007,
1,3.55,4.837519323194597,3.321033210332103,6.296125461254612,9.48497415162723,-13.570220733629833,
1,3.555,4.8800700340355725,3.367158671586716,6.342250922509225,9.401727137371571,-13.323812411407163,
1,3.56,4.924505188434656,3.4132841328413286,6.388376383763838,9.322973624816251,-13.033382150246705,
1,3.565,4.969232594378981,3.459409594095941,6.43450184501845,9.24893136095792,-12.702355136105414,
1,3.57,5.014976025665382,3.505535055350553,6.4575645756457565,9.179595503716085,-12.335027258523615,
1,3.575,5.059628796151069,3.5516605166051662,6.503690036900369,9.114959796366271,-11.935603220717894,
1,3.58,5.102741302818664,3.5977859778597785,6.549815498154982,9.054971792037486,-11.5091941773358,
1,3.585,5.147691316040379,3.643911439114391,6.595940959409594,8.99958578589526,-11.06066943588243,
