droplet,t,x,x_rec,x_adv
1,7.385,6.463871822290936,4.6441774491682075,8.248613678373383
1,7.39,6.47880098653611,4.6441774491682075,8.248613678373383
1,7.395,6.493197396717283,4.66728280961183,8.271719038817006
1,7.4,6.5105845816974535,4.690388170055453,8.294824399260628
1,7.405,6.524247045979479,4.690388170055453,8.317929759704251
1,7.41,6.541052560630651,4.713493530499076,8.317929759704251
1,7.415,6.558437189329765,4.736598890942699,8.341035120147875
1,7.42,6.572762337907068,4.736598890942699,8.364140480591498
1,7.425,6.587168740565634,4.759704251386322,8.364140480591498
1,7.43,6.6045738133000205,4.782809611829944,8.38724584103512
1,7.435,6.6190868862894465,4.782809611829944,8.410351201478743
1,7.44,6.633808546345183,4.805914972273568,8.410351201478743
1,7.445,6.650632869559886,4.805914972273568,8.433456561922366
1,7.45,6.663967653491231,4.8290203327171906,8.433456561922366
1,7.455,6.678794089696507,4.852125693160813,8.456561922365989
1,7.46,6.6955335403529315,4.852125693160813,8.479667282809611
1,7.465,6.707761121896446,4.875231053604437,8.479667282809611
1,7.47,6.723579209111271,4.875231053604437,8.502772643253236
1,7.475,6.739462765607958,4.898336414048059,8.525878003696858
1,7.48,6.751621429134628,4.921441774491682,8.525878003696858
1,7.485,6.767638477245282,4.921441774491682,8.548983364140481
1,7.49,6.782330873723743,4.944547134935306,8.572088724584104
1,7.495,6.796998962883567,4.967652495378928,8.572088724584104
1,7.5,6.8130054630031855,4.967652495378928,8.595194085027726
1,7.505,6.827282756734831,4.990757855822551,8.618299445471349
1,7.51,6.841537040290387,5.013863216266174,8.618299445471349
1,7.515,6.857891660155773,5.013863216266174,8.641404805914974
1,7.52,6.871607618187369,5.036968576709797,8.664510166358596
1,7.525,6.886382099719831,5.06007393715342,8.664510166358596
1,7.53,6.903762339856471,5.06007393715342,8.687615526802219
1,7.535,6.917748251472293,5.036968576709797,8.756931608133087
1,7.54,6.950363427558655,5.106284658040666,8.710720887245841
1,7.545,6.963361239954603,5.106284658040666,8.733826247689464
1,7.55,6.976087904726554,5.0831792975970425,8.803142329020334
1,7.555,6.989400801298846,5.152495378927911,8.756931608133087
1,7.56,7.003448105476448,5.152495378927911,8.78003696857671
1,7.565,7.014883800988261,5.175600739371534,8.78003696857671
1,7.57,7.0299806559889815,5.1987060998151575,8.803142329020334
1,7.575,7.040614388713872,5.1987060998151575,8.826247689463957
1,7.58,7.05394147276182,5.22181146025878,8.826247689463957
1,7.585,7.069001951954754,5.244916820702403,8.84935304990758
1,7.59,7.083847970887667,5.244916820702403,8.872458410351202
1,7.595,7.097961689287339,5.268022181146026,8.872458410351202
1,7.6,7.114260712817209,5.268022181146026,8.895563770794825
1,7.605,7.1294690114921435,5.291127541589649,8.918669131238447
1,7.61,7.14358977653701,5.314232902033272,8.918669131238447
1,7.615,7.159553833356218,5.314232902033272,8.94177449168207
1,7.62,7.1737724139210695,5.337338262476895,8.964879852125694
1,7.625,7.189516109221699,5.360443622920518,8.964879852125694
1,7.63,7.2055566736177905,5.360443622920518,8.987985212569317
1,7.635,7.220345380351291,5.383548983364141,9.01109057301294
1,7.64,7.236063902954993,5.406654343807763,9.034195933456562
1,7.645,7.252294118323971,5.406654343807763,9.034195933456562
1,7.65,7.267124617075922,5.429759704251387,9.057301293900185
1,7.655,7.282843303211348,5.452865064695009,9.080406654343808
1,7.66,7.299293795711168,5.452865064695009,9.080406654343808
1,7.665,7.314337883205507,5.475970425138632,9.10351201478743
1,7.67,7.328927185749338,5.499075785582256,9.126617375231055
1,7.675,7.345601982126972,5.499075785582256,9.126617375231055
1,7.68,7.359810230591774,5.522181146025878,9.149722735674677
1,7.685,7.375488042279172,5.545286506469501,9.1728280961183
1,7.69,7.3917004036601455,5.5683918669131245,9.1728280961183
1,7.695,7.4093119720315705,5.5683918669131245,9.195933456561923
1,7.7,7.421766272411771,5.591497227356747,9.219038817005545
1,7.705,7.4377085526760665,5.591497227356747,9.219038817005545
1,7.71,7.4547026039607935,5.61460258780037,9.242144177449168
1,7.715,7.468417257363734,5.6377079482439925,9.242144177449168
1,7.72,7.484484264121303,5.6377079482439925,9.265249537892792
1,7.725,7.501946029526534,5.660813308687616,9.288354898336415
1,7.73,7.515244076436799,5.683918669131239,9.288354898336415
1,7.735,7.531988102602529,5.707024029574861,9.311460258780038
1,7.74,7.548039363581931,5.707024029574861,9.33456561922366
1,7.745,7.561602319561378,5.730129390018485,9.33456561922366
1,7.75,7.579026079284788,5.7532347504621075,9.357670979667283
1,7.755,7.5962642134577445,5.7532347504621075,9.380776340110906
1,7.76,7.608476438517376,5.77634011090573,9.380776340110906
1,7.765,7.627769544398874,5.799445471349354,9.403881700554528
1,7.77,7.6444931881191,5.799445471349354,9.426987060998153
1,7.775,7.662897973114253,5.822550831792976,9.426987060998153
1,7.78,7.675362690441978,5.845656192236599,9.450092421441775
1,7.785,7.692391711447924,5.845656192236599,9.473197781885398
1,7.79,7.709545621292255,5.868761552680222,9.49630314232902
1,7.795,7.722085052325775,5.891866913123845,9.49630314232902
1,7.8,7.738565349613894,5.914972273567468,9.519408502772643
1,7.805,7.756048830965742,5.914972273567468,9.542513863216266
1,7.81,7.768519460877192,5.938077634011091,9.542513863216266
1,7.815,7.7858162684912156,5.961182994454714,9.565619223659889
1,7.82,7.8036800659059145,5.961182994454714,9.588724584103513
1,7.825,7.815595319933894,5.984288354898337,9.588724584103513
1,7.83,7.833833190570963,6.007393715341959,9.611829944547136
1,7.835,7.8506100999805035,6.007393715341959,9.634935304990758
1,7.84,7.865880274558269,6.030499075785582,9.634935304990758
1,7.845,7.881988534657291,6.053604436229206,9.658040665434381
1,7.85,7.898757998125588,6.076709796672828,9.681146025878004
1,7.855,7.9143213142394995,6.076709796672828,9.704251386321626
