droplet,t,x,v,t_int_exp
1,2.5077777777777777,6.364042061245646,112.37588592792733,
1,2.508888888888889,6.493174950884276,112.49926746478852,
1,2.51,6.615796789916704,112.62525151615729,
1,2.511111111111111,6.739350086610204,112.7571151087832,
1,2.5122222222222224,6.865246489496978,112.89533804003113,
1,2.513333333333333,6.991755648180534,113.0384758114897,
1,2.5144444444444445,7.119050712230824,113.18559135752204,
1,2.515555555555556,7.241779921618843,113.33675949453159,
1,2.5166666666666666,7.371793221855722,113.493758893352,
1,2.517777777777778,7.495431265296417,113.65481162559152,
1,2.5188888888888887,7.621507847246907,113.82248399275655,
1,2.52,7.75080456913729,113.99640436414525,
1,2.5211111111111117,7.874030532094949,114.17576380712578,
1,2.522222222222222,8.001609045096883,114.36267961875468,
1,2.523333333333333,8.12947657933978,114.55522872457483,
1,2.5244444444444443,8.255783360419098,114.75205329714484,
1,2.525555555555556,8.38495581669173,114.95244614039325,
1,2.526666666666667,8.513063343687271,115.15437139232044,
1,2.5277777777777777,8.64017012213598,115.3573988706337,
1,2.528888888888889,8.769098495697834,115.56127512036,
1,2.53,8.89674400260794,115.76456154675942,
1,2.531111111111111,9.028188622396826,115.96640438834176,
1,2.5322222222222224,9.157310971972024,116.16485944164165,
1,2.533333333333333,9.287146850441582,116.36086354772232,
1,2.5344444444444445,9.41561347271564,116.5554083924934,
1,2.535555555555556,9.543542337328685,116.7500933528089,
1,2.536666666666666,9.677453439948632,116.94536295508243,
1,2.537777777777778,9.804500016201676,117.1396682198771,
1,2.5388888888888888,9.93600732344435,117.33587404233838,
1,2.54,10.065434057420648,117.53339094997787,
1,2.5411111111111118,10.19613841840793,117.7328892894883,
1,2.542222222222222,10.327150132367644,117.9337445112806,
1,2.543333333333333,10.457113980063497,118.13520944753591,
1,2.5444444444444443,10.590801961522244,118.33650870090129,
1,2.545555555555556,10.723877524177547,118.53542527207782,
1,2.546666666666667,10.856235500041423,118.73218911009911,
1,2.5477777777777777,10.98561163488093,118.92855270390653,
1,2.548888888888889,11.117329496460714,119.12674984202542,
1,2.55,11.253248415055465,119.32593951026269,
1,2.551111111111111,11.380395642640504,119.52456464490326,
1,2.5522222222222224,11.514768268031649,119.7247732482693,
1,2.553333333333333,11.650268795772895,119.92242657182302,
1,2.5544444444444445,11.786296831092052,120.11488029151778,
1,2.555555555555556,11.917212949994813,120.30199375534228,
1,2.556666666666666,12.04896493741512,120.48647905093463,
1,2.557777777777778,12.183667506354393,120.66798925478311,
1,2.5588888888888888,12.32048070614898,120.84381981950928,
1,2.56,12.4539165658202,121.01196319680652,
1,2.561111111111111,12.589217478214838,121.17323617602015,
1,2.562222222222222,12.725041597741589,121.32732050854051,
1,2.563333333333333,12.85800630824289,121.47463537711484,
1,2.5644444444444443,12.995138969939829,121.61672883436228,
1,2.565555555555556,13.128252018292969,121.75291943125312,
1,2.566666666666667,13.264540898097152,121.88475029260087,
1,2.5677777777777777,13.40109984772734,122.01135625499893,
1,2.568888888888889,13.53706126108959,122.13282934086611,
1,2.57,13.671790266166402,122.25036210295974,
1,2.571111111111111,13.806286780159729,122.36543447392607,
1,2.5722222222222224,13.943749428320654,122.47829824881678,
1,2.5733333333333333,14.08042572481397,122.58757804876626,
1,2.5744444444444445,14.216564245321008,122.69342667499697,
1,2.575555555555556,14.352566750915392,122.7965168125536,
1,2.5766666666666667,14.49000676617612,122.89731299431608,
1,2.577777777777778,14.62754863326574,122.9957925313983,
1,2.578888888888889,14.764224753488516,123.09291953589887,
1,2.58,14.900044650303103,123.1906350679349,
1,2.581111111111111,15.036307431105396,123.29077652208318,
1,2.582222222222222,15.174285043511327,123.39400440529161,
1,2.583333333333333,15.308336545818802,123.5001723362744,
1,2.5844444444444443,15.446550436726284,123.61010293983854,
1,2.585555555555556,15.584013533574936,123.72109709832412,
1,2.5866666666666664,15.72191145548477,123.83142020360586,
1,2.5877777777777777,15.858793095288569,123.93933309813796,
1,2.588888888888889,15.997567894752196,124.04343803298079,
1,2.59,16.135884501302787,124.14141670716025,
1,2.591111111111111,16.274692168108615,124.23200450073688,
1,2.5922222222222224,16.412829268355935,124.31436132583451,
1,2.5933333333333333,16.551297793488576,124.38850508165639,
1,2.594444444444445,16.68950337024336,124.45446437242614,
1,2.5955555555555554,16.828317779747486,124.51255624670408,
1,2.5966666666666667,16.96679446436728,124.56301127314688,
1,2.597777777777778,17.10560736296866,124.60658025374745,
1,2.598888888888889,17.24421769996463,124.64409396619986,
1,2.6,17.383088713068073,124.67678553877836,
1,2.601111111111111,17.520939573195015,124.7060172804026,
1,2.602222222222222,17.65955339443029,124.73353099469851,
1,2.603333333333333,17.798308978110416,124.76027741643793,
1,2.6044444444444443,17.93713457962448,124.78723140640977,
1,2.605555555555556,18.07575660431979,124.81551549232182,
1,2.6066666666666665,18.212899558888797,124.84644356434478,
1,2.6077777777777778,18.350389927337677,124.88126264462919,
1,2.608888888888889,18.48884659213135,124.919467028119,
1,2.61,18.62819630276,124.95914753973172,
1,2.611111111111111,18.769305295804955,124.99801146909991,
1,2.612222222222222,18.9085417326158,125.03433059383906,
1,2.6133333333333333,19.04734197077455,125.06884505429012,
1,2.614444444444445,19.18615651774845,125.1026326812511,
1,2.6155555555555554,19.32504540663734,125.13659362965468,
1,2.6166666666666667,19.46396248775513,125.17142121925264,
1,2.617777777777778,19.603726877357445,125.2076358171547,
1,2.618888888888889,19.74287001248236,125.24557856491309,
1,2.62,19.882132954661717,125.28630787119404,
1,2.621111111111111,20.02116269170761,125.33086096175765,
