droplet,t,x,x_rec,x_adv
1,6.12,3.281440834615645,1.302325581395349,5.186046511627907
1,6.13,3.34977164405224,1.3488372093023255,5.255813953488372
1,6.14,3.3859659106059894,1.372093023255814,5.3023255813953485
1,6.15,3.4198050352413705,1.4186046511627908,5.348837209302325
1,6.16,3.4550070718078323,1.4651162790697674,5.372093023255814
1,6.17,3.4905368990199257,1.4883720930232558,5.4186046511627906
1,6.18,3.523582772832398,1.5116279069767442,5.441860465116279
1,6.19,3.5589106584786347,1.5348837209302326,5.488372093023256
1,6.2,3.5876461178786756,1.5813953488372092,5.511627906976744
1,6.21,3.62087007559789,1.5348837209302326,5.558139534883721
1,6.22,3.651280114640675,1.6511627906976745,5.5813953488372094
1,6.23,3.682480829584951,1.5581395348837208,5.627906976744186
1,6.24,3.712313510217537,1.5581395348837208,5.651162790697675
1,6.25,3.7652554661936692,1.7674418604651163,5.674418604651163
1,6.26,3.7987922870187085,1.813953488372093,5.720930232558139
1,6.27,3.8362464130919642,1.8372093023255813,5.767441860465116
1,6.28,3.872538311901995,1.8837209302325582,5.790697674418604
1,6.29,3.909671067765151,1.9302325581395348,5.837209302325581
1,6.3,3.945354470682986,1.9534883720930232,5.8604651162790695
1,6.31,3.985229122469946,2.0,5.906976744186046
1,6.32,4.022420596728959,2.046511627906977,5.930232558139535
1,6.33,4.061179276014726,2.0697674418604652,5.976744186046512
1,6.34,4.1015438247565905,2.1162790697674416,6.023255813953488
1,6.35,4.141094553744555,2.1627906976744184,6.046511627906977
1,6.36,4.178279258010494,2.2093023255813953,6.093023255813954
1,6.37,4.217778938741719,2.2325581395348837,6.1395348837209305
1,6.38,4.254174938933355,2.2790697674418605,6.162790697674419
1,6.39,4.2933957320064975,2.302325581395349,6.209302325581395
1,6.4,4.332734312355635,2.3488372093023258,6.255813953488372
1,6.41,4.368475748907084,2.395348837209302,6.27906976744186
1,6.42,4.406420331755347,2.4186046511627906,6.325581395348837
1,6.43,4.443457008441493,2.4651162790697674,6.348837209302325
1,6.44,4.47936497327134,2.488372093023256,6.395348837209302
1,6.45,4.517304599594402,2.5348837209302326,6.441860465116279
1,6.46,4.551254769449024,2.5813953488372094,6.465116279069767
1,6.47,4.5866944198666655,2.604651162790698,6.511627906976744
1,6.48,4.620693456718462,2.627906976744186,6.534883720930233
1,6.49,4.655494004004371,2.6744186046511627,6.5813953488372094
1,6.5,4.6863408133515385,2.697674418604651,6.604651162790698
1,6.51,4.722122218144206,2.744186046511628,6.651162790697675
1,6.52,4.754029596490293,2.7674418604651163,6.674418604651163
1,6.53,4.7884414884655095,2.7906976744186047,6.720930232558139
1,6.54,4.8204854118985985,2.8372093023255816,6.7441860465116275
1,6.55,4.8501000904958245,2.8604651162790695,6.767441860465116
1,6.56,4.883576701667799,2.883720930232558,6.813953488372093
1,6.57,4.911357489243296,2.9069767441860463,6.837209302325581
1,6.58,4.941432181249732,2.953488372093023,6.8604651162790695
1,6.59,4.97008184330281,2.9767441860465116,6.883720930232558
1,6.6,4.998140756973549,3.0,6.930232558139535
1,6.61,5.026456970758508,3.0232558139534884,6.953488372093023
1,6.62,5.054720477209846,3.046511627906977,6.976744186046512
1,6.63,5.080543869123818,3.0930232558139537,7.0
1,6.64,5.109339691676965,3.0930232558139537,7.046511627906977
1,6.65,5.13484703948555,3.1162790697674416,7.069767441860465
1,6.66,5.158625009227176,3.13953488372093,7.093023255813954
1,6.67,5.183000305286108,3.1627906976744184,7.116279069767442
1,6.68,5.2065769027137465,3.2093023255813953,7.1395348837209305
1,6.69,5.232657867858309,3.2325581395348837,7.162790697674419
1,6.7,5.254943945436641,3.255813953488372,7.186046511627907
1,6.71,5.278862291953192,3.255813953488372,7.209302325581395
1,6.72,5.301291897313141,3.2790697674418605,7.232558139534883
1,6.73,5.321123594321807,3.302325581395349,7.255813953488372
1,6.74,5.34163632938256,3.3255813953488373,7.27906976744186
1,6.75,5.361965446667731,3.3255813953488373,7.3023255813953485
1,6.76,5.378206837801408,3.3488372093023253,7.325581395348837
1,6.77,5.39870696755293,3.3488372093023253,7.348837209302325
1,6.78,5.412508620188273,3.3488372093023253,7.348837209302325
1,6.79,5.430135032955213,3.3720930232558137,7.372093023255814
1,6.8,5.446674852783929,3.3720930232558137,7.395348837209302
1,6.81,5.463833047095166,3.4186046511627906,7.4186046511627906
1,6.82,5.478859281791745,3.4186046511627906,7.4186046511627906
1,6.83,5.495215259398153,3.441860465116279,7.441860465116279
1,6.84,5.512927871601111,3.4651162790697674,7.465116279069767
1,6.85,5.5278059606936125,3.441860465116279,7.465116279069767
1,6.86,5.545959931828496,3.4651162790697674,7.488372093023256
1,6.87,5.5612728032307475,3.488372093023256,7.511627906976744
1,6.88,5.575401790063708,3.511627906976744,7.534883720930233
1,6.89,5.588896841293745,3.488372093023256,7.534883720930233
1,6.9,5.602858456457783,3.511627906976744,7.558139534883721
1,6.91,5.615320040120671,3.5348837209302326,7.5813953488372094
1,6.92,5.631156410932943,3.511627906976744,7.5813953488372094
1,6.93,5.643150232436921,3.558139534883721,7.604651162790698
1,6.94,5.654577180668173,3.558139534883721,7.627906976744186
1,6.95,5.666907352059536,3.511627906976744,7.627906976744186
1,6.96,5.6777489609145375,3.558139534883721,7.651162790697675
1,6.97,5.69039896102555,3.5348837209302326,7.651162790697675
1,6.98,5.702542477276527,3.5813953488372094,7.674418604651163
1,6.99,5.718918615386394,3.6046511627906974,7.674418604651163
1,7.0,5.744848104216842,3.697674418604651,7.697674418604651
1,7.01,5.768364822377628,3.7674418604651163,7.697674418604651
1,7.02,5.798911390992068,3.7906976744186047,7.720930232558139
1,7.03,5.826650078157399,3.813953488372093,7.767441860465116
1,7.04,5.851902880857139,3.8372093023255816,7.790697674418604
1,7.05,5.881375329485169,3.883720930232558,7.813953488372093
1,7.06,5.908506673426818,3.9069767441860463,7.837209302325581
1,7.07,5.9370230434549365,3.9302325581395348,7.8604651162790695
1,7.08,5.9649607729571805,3.9767441860465116,7.883720930232558
1,7.09,5.99748094710601,4.0,7.930232558139535
1,7.1,6.025776737732125,4.023255813953488,7.953488372093023
1,7.11,6.057466300703471,4.069767441860465,7.976744186046512
