droplet,t,x,v,t_int_exp
1,19.4,16.541680910057732,1.1203326592402523,
1,19.45,16.595955644528345,1.1139533796899042,
1,19.5,16.64993125253447,1.1080651664871892,
1,19.55,16.706122808460904,1.1028144532186523,
1,19.6,16.760684356902228,1.0982373813740347,
1,19.65,16.81607855887682,1.09445241463284,
1,19.7,16.86967215738753,1.091550067773495,
1,19.75,16.923285318444382,1.0896774624105536,
1,19.8,16.97811559591386,1.0888966907459225,
1,19.85,17.031055933929444,1.089205236564945,
1,19.9,17.087432113540565,1.0906287564259949,
1,19.95,17.139540917238065,1.0930696321473847,
1,20.0,17.193987857365673,1.096582098029567,
1,20.05,17.249966136460387,1.101009567172405,
1,20.1,17.302533110336384,1.1061666579321041,
1,20.15,17.359096125457878,1.1119466886227882,
1,20.2,17.41705674924512,1.1180166932466151,
1,20.25,17.472196267438093,1.1241224242700856,
1,20.3,17.52857273270307,1.1301776340752396,
1,20.35,17.5857646931018,1.136009971920438,
1,20.4,17.643788344907627,1.141435130296251,
1,20.45,17.701446059458092,1.14630034842976,
1,20.5,17.7596635380154,1.1505308789045114,
1,20.55,17.817195302808262,1.154079362257934,
1,20.6,17.87547716169025,1.156954133352282,
1,20.65,17.933612440191386,1.159152139835829,
1,20.7,17.992044065691726,1.1607035429400052,
1,20.75,18.04912654004504,1.1616507356667454,
1,20.8,18.107442338052664,1.1620726422954146,
1,20.85,18.16667184787549,1.1619624897160634,
1,20.9,18.22427473619577,1.1613338791851413,
1,20.95,18.28233645522917,1.1602914705195237,
1,21.0,18.34031667668808,1.158904665434007,
1,21.05,18.3976050563045,1.1572411611579578,
1,21.1,18.45544323259433,1.1553749023418431,
1,21.15,18.513581880311616,1.1533320952139536,
1,21.2,18.57085290802374,1.151147769217266,
1,21.25,18.62778059000534,1.1488928907873763,
1,21.3,18.686065763440947,1.1466138843534273,
1,21.35,18.74199779656988,1.1443166428272218,
1,21.4,18.80053136821772,1.14208496442707,
1,21.45,18.855787678065376,1.1398978183453676,
1,21.5,18.9136078717868,1.1378506427862372,
1,21.55,18.9696525762834,1.1358969625658248,
1,21.6,19.02570010961445,1.1340664176719746,
1,21.65,19.084623891863117,1.1323299582915531,
1,21.7,19.13987573145653,1.130597870387691,
1,21.75,19.19509220395447,1.1289750231561975,
1,21.8,19.253120145357357,1.1274611543743958,
1,21.85,19.309847627274117,1.1259533045913606,
1,21.9,19.3635883783142,1.124484223327414,
1,21.95,19.421167658886954,1.1231249749170846,
1,22.0,19.47718396389825,1.1217378527596245,
1,22.05,19.53386226825505,1.1203074547607057,
1,22.1,19.58915753018872,1.1188071287485346,
1,22.15,19.64494046489263,1.1172687678700617,
1,22.2,19.702607518028746,1.1156702465568884,
1,22.25,19.756136236439307,1.1139818499454994,
1,22.3,19.81199636709992,1.1123289836690589,
1,22.35,19.867973338960997,1.110658315711196,
1,22.4,19.923435514768716,1.1089369199964458,
1,22.45,19.981304941227133,1.107170068270247,
1,22.5,20.03437891597408,1.105358805140132,
1,22.55,20.08931833206525,1.10371653816219,
1,22.6,20.143853444729263,1.1022715296421026,
1,22.65,20.19848151728233,1.1010350069317034,
1,22.7,20.25564685517664,1.0999714814395312,
1,22.75,20.307170493574,1.0990059271869375,
1,22.8,20.36411487300875,1.0982507496286291,
1,22.85,20.42006582673553,1.097525352532526,
1,22.9,20.473244008632005,1.0968248258906304,
1,22.95,20.52823937071604,1.096230050927542,
1,23.0,20.583436612799478,1.0956822462626359,
1,23.05,20.63636739417989,1.0951431086559165,
1,23.1,20.691834959354733,1.0946046784060586,
1,23.15,20.74879509402303,1.0939101303675096,
1,23.2,20.80371317878424,1.0929620743358504,
1,23.25,20.857905996442494,1.0918502007997213,
1,23.3,20.911559456222957,1.0906845049487408,
1,23.35,20.966005699517133,1.0895425878877578,
1,23.4,21.02169088208228,1.0884320063654263,
1,23.45,21.074687425832536,1.0873545083012606,
1,23.5,21.12838776074683,1.0864183369754734,
1,23.55,21.183789433094237,1.0856156437207525,
1,23.6,21.236668608076123,1.0848890848764707,
1,23.65,21.29142374099911,1.0842764732483496,
1,23.7,21.34676929882676,1.0837004358449238,
1,23.75,21.39926882291232,1.0831283277911945,
1,23.8,21.45368825668452,1.0826268887764747,
1,23.85,21.508700841284107,1.0821246499187551,
1,23.9,21.562132913876543,1.0815706277481834,
1,23.95,21.61626014846843,1.0809934201639604,
1,24.0,21.671389110377035,1.080361946945304,
1,24.05,21.723774207816003,1.079654616882417,
1,24.1,21.778395483250467,1.0789430760542662,
1,24.15,21.832887681258804,1.0781658497289484,
1,24.2,21.88599798099779,1.0773153154770163,
1,24.25,21.94038923670398,1.0764360040471366,
1,24.3,21.99362003415256,1.075505544549548,
1,24.35,22.047382161266302,1.0745531094668876,
1,24.4,22.10049609377467,1.073560809189626,
1,24.45,22.155955646354307,1.0725142459649712,
1,24.5,22.208647853367864,1.0713508178988878,
1,24.55,22.2622953321629,1.0701577210198547,
1,24.6,22.31696365481034,1.0689527382395703,
1,24.65,22.367422964284557,1.0677607162911429,
1,24.7,22.421150414189388,1.066713903871949,
1,24.75,22.476527419055333,1.0656973338735813,
1,24.8,22.528659549241446,1.0646348543930424,
1,24.85,22.5811900350227,1.0636203338716637,
1,24.9,22.63392653397677,1.0626559662979667,
1,24.95,22.68897997076948,1.0616896506153617,
1,25.0,22.740929857447245,1.0606394383483062,
1,25.05,22.793276926895658,1.0595851006258554,
1,25.1,22.84808410498224,1.058514950168653,
1,25.15,22.899204421590145,1.057363690102859,
1,25.2,22.952753085016752,1.0562197882770024,
1,25.25,23.00799260272585,1.0550337689395781,
1,25.3,23.05846842577111,1.0538125653123749,
1,25.35,23.108877265828905,1.052768852590021,
1,25.4,23.16189975763084,1.0519338749226517,
1,25.45,23.21704998916552,1.0511587704802905,
1,25.5,23.26837886549042,1.0503248576629942,
1,25.55,23.319672217382703,1.0495312340885514,
1,25.6,23.374107513796957,1.0487746826825897,
1,25.65,23.426525077204413,1.047955390359558,
1,25.7,23.47767073015712,1.0471372045577971,
1,25.75,23.530457582322047,1.0463857244016705,
1,25.8,23.58271878616144,1.045666869361746,
1,25.85,23.635853440760425,1.0449874086081528,
1,25.9,23.686425899583792,1.0443504787369877,
1,25.95,23.7389729412944,1.0438329983941024,
1,26.0,23.79144586989019,1.0433791981988234,
1,26.05,23.844327242413947,1.042961652086927,
1,26.1,23.89495823914846,1.0425714385623313,
1,26.15,23.946741059995297,1.0422628030916807,
1,26.2,24.001094003156123,1.0419725271179598,
1,26.25,24.05247976711624,1.041608202023877,
1,26.3,24.10343789209976,1.041262084720725,
1,26.35,24.155434681294217,1.0409728879415754,
1,26.4,24.208107275315164,1.04068188324692,
1,26.45,24.260688450100066,1.04033250690923,
1,26.5,24.311690209834406,1.0399083612880866,
1,26.55,24.36406557117341,1.0394459228542203,
1,26.6,24.41612580651045,1.038894454049616,
1,26.65,24.469113757868424,1.0382401964882377,
1,26.7,24.519875539439063,1.0374750589984583,
1,26.75,24.57093602993197,1.036689193846872,
1,26.8,24.62372649259904,1.0358842590917654,
1,26.85,24.67699138985685,1.0349990142413623,
1,26.9,24.727383363900977,1.034051033102085,
1,26.95,24.77899611518712,1.0331747728460738,
1,27.0,24.82984909786424,1.032400143091283,
1,27.05,24.88453588312036,1.0317547466640076,
1,27.1,24.933817218348608,1.0311992751974461,
1,27.15,24.98328489035147,1.0309450432428504,
1,27.2,25.0350115138506,1.0310295848394238,
1,27.25,25.08788910546745,1.0313165960812487,
1,27.3,25.140128568327015,1.031688046183224,
1,27.35,25.190720087400297,1.0321218128947052,
1,27.4,25.24278679821944,1.032656581976971,
1,27.45,25.29371284022056,1.0332418364550082,
1,27.5,25.347884174803237,1.0338633080737925,
1,27.55,25.398366263797325,1.034449680572291,
1,27.6,25.44863253094833,1.0351251027279496,
1,27.65,25.500679113849618,1.0359260052651509,
1,27.7,25.55261141196866,1.036762749315032,
1,27.75,25.60516831858295,1.0375641026819191,
1,27.8,25.657614680730777,1.0382631250096697,
1,27.85,25.70772889415279,1.0388410539818558,
1,27.9,25.760898498093084,1.0393363647430454,
1,27.95,25.8136044937176,1.0396472377642518,
1,28.0,25.866059346251955,1.0397478470331523,
1,28.05,25.916725533086595,1.0396665977190445,
1,28.1,25.97004385642147,1.0394943168924564,
1,28.15,26.0224487316944,1.0392308087701403,
1,28.2,26.073035799944456,1.038955752020206,
1,28.25,26.12509254186076,1.0387749734079292,
1,28.3,26.17470415973168,1.0387223074722225,
1,28.35,26.22933072593154,1.0388049903171521,
