droplet,t,x
1,4.083333333333333,2.104326684628892
1,4.1,2.226403320339999
1,4.116666666666666,2.352817627456865
1,4.133333333333334,2.474205079656357
1,4.15,2.59682185128169
1,4.166666666666667,2.7259521141363354
1,4.183333333333334,2.847218868876119
1,4.2,2.974563430299666
1,4.216666666666667,3.098963836411535
1,4.233333333333333,3.2219909797835227
1,4.25,3.3523210722045733
1,4.266666666666667,3.47492600784102
1,4.283333333333333,3.606375004027516
1,4.3,3.7287827531226867
1,4.316666666666666,3.86025828460039
1,4.333333333333333,3.981395477233794
1,4.35,4.11154356289841
1,4.366666666666666,4.233605377246979
1,4.383333333333334,4.355769773968554
1,4.4,4.485408607001143
1,4.416666666666667,4.605750677326585
1,4.433333333333334,4.728631832775829
1,4.45,4.856401156677181
1,4.466666666666667,4.975085952205333
1,4.483333333333333,5.095667162833475
1,4.5,5.221779164039639
1,4.516666666666667,5.3433717548759985
1,4.533333333333333,5.461725035693289
1,4.55,5.582508533112108
1,4.566666666666666,5.705442828732519
1,4.583333333333333,5.82793634273966
1,4.6,5.946080902168726
1,4.616666666666666,6.06447823824478
1,4.633333333333334,6.183414332720455
1,4.65,6.3059309581868535
1,4.666666666666667,6.427095473161259
1,4.683333333333334,6.546156386443617
1,4.7,6.6628683194814275
1,4.716666666666667,6.780611589771722
1,4.733333333333333,6.8976228949500324
1,4.75,7.015921089037125
1,4.766666666666667,7.133194344361618
1,4.783333333333333,7.252469051749642
1,4.8,7.369688191516855
1,4.816666666666666,7.486663670306065
1,4.833333333333333,7.602404411046805
1,4.85,7.718285833377101
1,4.866666666666666,7.837301948551129
1,4.883333333333334,7.953639333079893
1,4.9,8.069383285518173
1,4.916666666666667,8.185124026258913
1,4.933333333333334,8.300864766999654
1,4.95,8.416594047007665
1,4.966666666666667,8.532334787748406
1,4.983333333333333,8.645038594968183
1,5.0,8.75993608649921
1,5.016666666666667,8.874366590448796
1,5.033333333333333,8.98953904575021
1,5.05,9.104521244721305
1,5.066666666666666,9.21735455994715
1,5.083333333333333,9.332454280132032
1,5.1,9.447395268703245
1,5.116666666666666,9.561791976150776
1,5.133333333333334,9.674643916084667
1,5.15,9.78995816399874
1,5.166666666666667,9.904249770353667
1,5.183333333333334,10.019023327246677
1,5.2,10.133684963344031
1,5.216666666666667,10.241530397624178
1,5.233333333333333,10.356018425873707
1,5.25,10.467507692442588
1,5.266666666666667,10.582123225506715
1,5.283333333333333,10.695525062240886
1,5.3,10.80874145300441
1,5.316666666666666,10.923813739519916
1,5.333333333333333,11.03785012158368
1,5.35,11.150560208517378
1,5.366666666666666,11.260500329851528
1,5.383333333333334,11.374348059324493
1,5.4,11.485401521441249
1,5.416666666666667,11.598545551891728
1,5.433333333333334,11.712021313385023
1,5.45,11.826810920897602
1,5.466666666666667,11.940106721056953
1,5.483333333333333,12.051393872434737
1,5.5,12.161578712136544
1,5.516666666666667,12.272982728877812
1,5.533333333333333,12.385361190561497
1,5.55,12.49991142128845
1,5.566666666666666,12.61188440206476
1,5.583333333333333,12.725540996685273
1,5.6,12.834941476084461
1,5.616666666666666,12.94542621826133
1,5.633333333333334,13.058922274853337
1,5.65,13.171539796651459
1,5.666666666666667,13.284394716168169
1,5.683333333333334,13.396897175150393
1,5.7,13.5044879570733
1,5.716666666666667,13.61555258358539
1,5.733333333333333,13.726849319231704
1,5.75,13.838996776042267
1,5.766666666666667,13.948837926326638
1,5.783333333333333,14.056629166370788
1,5.8,14.167079129338159
1,5.816666666666666,14.278961076976993
1,5.833333333333333,14.388694158354665
1,5.85,14.496136981923607
1,5.866666666666666,14.606678690055347
1,5.883333333333334,14.718099261554244
1,5.9,14.82546055499792
1,5.916666666666667,14.932516018042334
1,5.933333333333334,15.043573927913437
1,5.95,15.149650391588448
1,5.966666666666667,15.259204404225306
1,5.983333333333333,15.36770775725679
1,6.0,15.4765036907111
1,6.016666666666667,15.582872299805837
1,6.033333333333333,15.692941987754427
1,6.05,15.800924400680055
1,6.066666666666666,15.905069133773598
1,6.083333333333333,16.014819703154313
1,6.1,16.12
1,6.116666666666666,16.226569454252264
1,6.133333333333334,16.334613698082794
1,6.15,16.437311505702088
1,6.166666666666667,16.545978710871985
1,6.183333333333334,16.651187243136384
1,6.2,16.757874023738776
1,6.216666666666667,16.86267959318357
1,6.233333333333333,16.97093019914414
1,6.25,17.08072861697003
1,6.266666666666667,17.179821366121658
1,6.283333333333333,17.287105032874507
1,6.3,17.387299119923366
1,6.316666666666666,17.495380253536148
1,6.333333333333333,17.595421782531627
1,6.35,17.703496488840482
1,6.366666666666666,17.803305555217538
1,6.383333333333334,17.911982887840033
1,6.4,18.01073908428326
1,6.416666666666667,18.118388115466217
1,6.433333333333334,18.218050678880495
1,6.45,18.32040025909184
1,6.466666666666667,18.425927192236
1,6.483333333333333,18.524692879011262
1,6.5,18.632746945658344
1,6.516666666666667,18.73223112503125
1,6.533333333333333,18.836730484009106
1,6.55,18.936854204341945
1,6.566666666666666,19.04337715758753
1,6.583333333333333,19.144246208922826
1,6.6,19.24195717907283
1,6.616666666666666,19.350424376384844
1,6.633333333333334,19.447396932551786
1,6.65,19.556470221974106
1,6.666666666666667,19.658461554055425
1,6.683333333333334,19.76466639294748
1,6.7,19.861306838582877
1,6.716666666666667,19.959672611507994
1,6.733333333333333,20.065397807085866
1,6.75,20.163506359077335
1,6.766666666666667,20.264099824577013
1,6.783333333333333,20.367884218954682
1,6.8,20.464821678022155
1,6.816666666666666,20.565316320089345
1,6.833333333333333,20.669291657060576
1,6.85,20.765898803456142
1,6.866666666666666,20.866640272758385
1,6.883333333333334,20.969699505552587
1,6.9,21.066890997181076
1,6.916666666666667,21.166893621679886
1,6.933333333333334,21.270428280757372
1,6.95,21.36781643763238
1,6.966666666666667,21.46765058079094
1,6.983333333333333,21.572544611230533
1,7.0,21.66863884542768
1,7.016666666666667,21.768576506716865
1,7.033333333333333,21.87147606535171
1,7.05,21.96868345328589
1,7.066666666666666,22.0690172233996
1,7.083333333333333,22.171115751761864
1,7.1,22.26925123352297
1,7.116666666666666,22.365047235172824
1,7.133333333333334,22.466640261583443
1,7.15,22.568569237577368
1,7.166666666666667,22.664915984068788
1,7.183333333333334,22.766139865280763
1,7.2,22.86711717164381
1,7.216666666666667,22.964806833130254
1,7.233333333333333,23.06486847851467
1,7.25,23.167355694201543
1,7.266666666666667,23.26581043300421
1,7.283333333333333,23.364846740973665
1,7.3,23.468370498061113
1,7.316666666666666,23.56662369780621
1,7.333333333333333,23.664110446488813
1,7.35,23.769416567863594
1,7.366666666666666,23.86762936373305
1,7.383333333333334,23.9692173422629
1,7.4,24.07114893412455
1,7.416666666666667,24.16926265384998
1,7.433333333333334,24.273870555250216
1,7.45,24.37292886758053
1,7.466666666666667,24.471016155990725
1,7.483333333333333,24.578296380280506
1,7.5,24.67500387964827
1,7.516666666666667,24.77322527926668
1,7.533333333333333,24.87933190560174
1,7.55,24.976430480430565
1,7.566666666666666,25.074025901218448
1,7.583333333333333,25.18015507844279
1,7.6,25.276965849148947
1,7.616666666666666,25.37422020838329
