droplet,t,x
1,5.691666666666666,2.0785799043241022
1,5.7,2.1935807870240533
1,5.708333333333333,2.3078490151110334
1,5.716666666666667,2.4229632814896522
1,5.725,2.534247315284968
1,5.733333333333333,2.644458901229034
1,5.741666666666666,2.7567945612428284
1,5.75,2.8697059087829895
1,5.758333333333334,2.981348128348539
1,5.766666666666667,3.0924684481267923
1,5.775,3.2067072276817603
1,5.783333333333333,3.319380306544492
1,5.791666666666667,3.4323318661496196
1,5.8,3.5459364275808367
1,5.808333333333334,3.655864197530864
1,5.816666666666666,3.7680854660840613
1,5.825,3.8775639640276154
1,5.833333333333333,3.984588240792671
1,5.841666666666667,4.09202553088364
1,5.85,4.197104218176369
1,5.858333333333333,4.3007813663881835
1,5.866666666666666,4.413955399061033
1,5.875,4.525536672133285
1,5.883333333333334,4.639293108301682
1,5.891666666666667,4.747142046936972
1,5.9,4.84989999164421
1,5.908333333333333,4.954944928452754
1,5.916666666666667,5.0603638973848994
1,5.925,5.171338480896105
1,5.933333333333334,5.285495999961063
1,5.941666666666666,5.39740687699943
1,5.95,5.506039859581538
1,5.958333333333333,5.617593566665552
1,5.966666666666667,5.727519792835107
1,5.975,5.841882717784594
1,5.983333333333333,5.956079594510934
1,5.991666666666666,6.068790603709186
1,6.0,6.178707763640868
1,6.008333333333334,6.28953600608626
1,6.016666666666667,6.402972851323544
1,6.025,6.513979364593122
1,6.033333333333333,6.6268027260481315
1,6.041666666666667,6.738034056017374
1,6.05,6.847540707824485
1,6.058333333333334,6.953894998513404
1,6.066666666666666,7.063876677998649
1,6.075,7.171658832002413
1,6.083333333333333,7.280337529322982
1,6.091666666666667,7.392856225364707
1,6.1,7.506410883685228
1,6.108333333333333,7.616263097977556
1,6.116666666666666,7.726345847217182
1,6.125,7.83634281836041
1,6.133333333333334,7.948452572137966
1,6.141666666666667,8.061457647346497
1,6.15,8.17235157888311
1,6.158333333333333,8.282410797549083
1,6.166666666666667,8.394595235213426
1,6.175,8.50462511427325
1,6.183333333333334,8.6140873015873
1,6.191666666666666,8.721456004009113
1,6.2,8.8310835999067
1,6.208333333333333,8.943809541168465
1,6.216666666666667,9.056419721842083
1,6.225,9.162422361543884
1,6.233333333333333,9.270753703668987
1,6.241666666666666,9.384312593008856
1,6.25,9.495079418151112
1,6.258333333333334,9.602064615517202
1,6.266666666666667,9.711519693139751
1,6.275,9.821795754673145
1,6.283333333333333,9.921918225650113
1,6.291666666666667,10.028248271764397
1,6.3,10.132130495956446
1,6.308333333333334,10.240342031188717
1,6.316666666666666,10.34983587672364
1,6.325,10.456283170663147
1,6.333333333333333,10.563551099611901
1,6.341666666666667,10.670664402794193
1,6.35,10.77444419789201
1,6.358333333333333,10.885244419854503
1,6.366666666666666,10.991005705653093
1,6.375,11.099692835612295
1,6.383333333333334,11.206768310995981
1,6.391666666666667,11.311313156294652
1,6.4,11.418796228600232
1,6.408333333333333,11.524303665325515
1,6.416666666666667,11.631134569497986
1,6.425,11.741814410095353
1,6.433333333333334,11.845276537923539
1,6.441666666666666,11.952002102396715
1,6.45,12.057220648085599
1,6.458333333333333,12.162937995696664
1,6.466666666666667,12.264900710048714
1,6.475,12.370605716389809
1,6.483333333333333,12.477278809766297
1,6.491666666666666,12.580706257000386
1,6.5,12.689877377377377
1,6.508333333333334,12.792094549173118
1,6.516666666666667,12.900535832902538
1,6.525,13.004464055525593
1,6.533333333333333,13.111223015982238
1,6.541666666666667,13.217000121889637
1,6.55,13.320103710098268
1,6.558333333333334,13.429738526294116
1,6.566666666666666,13.531583034984058
1,6.575,13.639669452829374
1,6.583333333333333,13.736961683499155
1,6.591666666666667,13.84148185694142
1,6.6,13.944420976876621
1,6.608333333333333,14.050875869758551
1,6.616666666666666,14.15276404335765
1,6.625,14.258304934438625
1,6.633333333333334,14.361069475562452
1,6.641666666666667,14.466338081403448
1,6.65,14.569852079870472
1,6.658333333333333,14.67468353702763
1,6.666666666666667,14.77776543348967
1,6.675,14.88299393340258
1,6.683333333333334,14.98503771363643
1,6.691666666666666,15.0839335140052
1,6.7,15.189902868964287
1,6.708333333333333,15.288831871390773
1,6.716666666666667,15.389817746119684
1,6.725,15.494183753600675
1,6.733333333333333,15.593221327063041
1,6.741666666666666,15.699123394856441
1,6.75,15.797778689591471
1,6.758333333333334,15.899095910633356
1,6.766666666666667,16.002811841185494
1,6.775,16.102280888927897
1,6.783333333333333,16.203540394158694
1,6.791666666666667,16.303393234414752
1,6.8,16.4042544287348
1,6.808333333333334,16.51059189299251
1,6.816666666666666,16.61043307360754
1,6.825,16.713525755039406
1,6.833333333333333,16.81253069723241
1,6.841666666666667,16.911179263019363
1,6.85,17.013011163757184
1,6.858333333333333,17.11196794692319
1,6.866666666666666,17.207805152676404
1,6.875,17.30716985898528
1,6.883333333333334,17.403434407022697
1,6.891666666666667,17.495074220838443
1,6.9,17.58783158878204
1,6.908333333333333,17.689958618068996
1,6.916666666666667,17.78802141590268
1,6.925,17.882777676806292
1,6.933333333333334,17.979608685258018
1,6.941666666666666,18.080889685406788
1,6.95,18.17756648355893
1,6.958333333333333,18.274733113421576
1,6.966666666666667,18.370445907852623
1,6.975,18.47114943514405
1,6.983333333333333,18.566522878229808
1,6.991666666666666,18.663676724716897
1,7.0,18.75925491096431
1,7.008333333333334,18.85670077194418
1,7.016666666666667,18.95845046088166
1,7.025,19.055854996020212
1,7.033333333333333,19.150898425758943
1,7.041666666666667,19.249063284222103
1,7.05,19.351741330420438
1,7.058333333333334,19.450274435417807
1,7.066666666666666,19.546782021648475
