name,spot_ID,x_cross,base_diameter,vol_trace
RW_20_2,12,23.550631463189728,3.4363468634686356,15
SW_20_1,11,24.44694306370292,2.953488372093023,10
SW_20_2,2,19.072485705817577,2.772643253234751,10
RW_20_2,10,22.942800370606378,3.367158671586715,15
RW_20_2,5,25.974183563580528,3.4554730983302413,15
